Puan,Yorum,label,clean_text,question_count,upper_ratio,avg_word,positive_count,negation_count,exclamation_count,char_count
"5,0","ulu önderimizi daha yakından tanımamız icin film yapan birine saygı duymak yerine elestirenlere,rantcı diyenlere.......olsun....",1,ulu önderimizi yakından tanımamız icin film yapan birine saygı duymak yerine elestirenlererantcı diyenlereolsun,0,0.0,8.214285714285714,0,0,0,128
"5,0",Bence film muhteşemdi. Müziklerde güzeldi. Filmin fragmanlarını izledigimde cok etkilenmiştim. Film sonunda iyiki izlemişim dedim.,1,bence film muhteşemdi müziklerde güzeldi filmin fragmanlarını izledigimde cok etkilenmiştim film sonunda iyiki izlemişim dedim,0,0.03076923076923077,7.733333333333333,0,0,0,130
"2,5","henüz izlemedim.bugün izleyeceğim. ancak yapılan eleştirel çok güzel.filim anlattıkları ile  bazıları için yeterli olmamış  , zaten Atatürk ü tamamı ile anlatmak mümkünmüdür. her yönünü tek bir filme sığdırmak mümkünmüdür? bence değildir. önemli olan yanlış aktarımlarda bulunmamak. bazı kişileri bazı olayları eksik anlatmış olabilir, önemli olan yanlışaktarmamaktır. eksikler  tamamlanabilir,  yanlışlar ise iz bırakır, yer eder. düzeltmek kolay olmaz....",0,henüz izlemedimbugün izleyeceğim ancak yapılan eleştirel güzelfilim anlattıkları bazıları yeterli olmamış zaten atatürk ü tamamı anlatmak mümkünmüdür yönünü tek bir filme sığdırmak mümkünmüdür bence değildir önemli olan yanlış aktarımlarda bulunmamak kişileri olayları eksik anlatmış olabilir önemli olan yanlışaktarmamaktır eksikler tamamlanabilir yanlışlar iz bırakır yer eder düzeltmek kolay olmaz,1,0.002188183807439825,6.964912280701754,1,0,0,457
"4,0",çok mükemmel bir filim herkesin görmesi gerekir.10 üzerinden 9 veriyorum,1,mükemmel bir filim herkesin görmesi gerekir üzerinden veriyorum,0,0.0,6.3,2,0,0,72
"1,0",ya arkadaşlar. Atatürk ü hepimiz seviyoruz değil mi? ama onu sevmek demek putlaştırmak demek değil değil mi? Can Dündar ın filmi süperdi. neden? çünkü Atatürk ü anlatıyordu. korkularıyla idealleriyle zekasıyla. bu film ne anlatıyor? Atatürk ü mü? emin misiniz? tamamen idealoji kokuyor. Zülfü Livaneli yi ço kseverim. parçaları süper. ama bu filmi sırf birilerine yaranayım diye çekmiş sanki :(Atatürk de insandı ve onu yeni nesile bu şekilde anlatmamız gerekiyor. iylikleriyla hatalrıyla tanımalılar onu. Yok biz Atatürkü herkül gibi bir mitolojik varlık olarak tanıtacaksak o ayrı. ama sizce hangisi doğru? gerçek kimliğiyle tanıtmak mı mitolojik bir varlık olarak mı? film güzel değildi.,0,arkadaşlar atatürk ü hepimiz seviyoruz değil mi onu sevmek demek putlaştırmak demek değil değil mi can dündar ın filmi süperdi atatürk ü anlatıyordu korkularıyla idealleriyle zekasıyla film anlatıyor atatürk ü emin misiniz tamamen idealoji kokuyor zülfü livaneli yi ço kseverim parçaları süper filmi sırf birilerine yaranayım çekmiş atatürk insandı onu yeni nesile şekilde anlatmamız gerekiyor iylikleriyla hatalrıyla tanımalılar onu yok atatürkü herkül bir mitolojik varlık olarak tanıtacaksak ayrı sizce hangisi doğru gerçek kimliğiyle tanıtmak mitolojik bir varlık olarak film güzel değildi,8,0.014492753623188406,5.841584158415841,1,4,0,690
"2,5",film mükemmeldi sayın livaneli nin ve emeği geçenlerin eline sağlık.tabi Atatürk ü anlatırken insan olduğunu unutmuyacağız demi onu sadece hatalarıyla alkolüyle gösterdiğimizde daha iyi olcak demi cünkü o da bir insan.ve insanlar devrim yapamaz dünyayı karsısına alıp bağımsızlık diyemez.her yönden bitmiş bi halkı alıp medeni bir toplum yaratamaz.insan dediğin içer korkar hastalanır yanlış kararlar verir.yazık yazık hakikaten ülkemizde hiç bir basarı cezasız kalmıyor.lütfen atatürkü insan yapacaz diye zihinlerden silmeye calışmayalım.çürümüş fikirleriniz size kalsın benim için atatürk hiç bir zaman insan olmadı çünkü böyle sacma yorumlar yapanlar insansa atatürk kesinlikle baska bişey.,0,film mükemmeldi sayın livaneli nin emeği geçenlerin eline sağlıktabi atatürk ü anlatırken insan olduğunu unutmuyacağız demi onu sadece hatalarıyla alkolüyle gösterdiğimizde iyi olcak demi cünkü bir insanve insanlar devrim yapamaz dünyayı karsısına alıp bağımsızlık diyemezher yönden bitmiş bi halkı alıp medeni bir toplum yaratamazinsan dediğin içer korkar hastalanır yanlış kararlar veriryazık yazık hakikaten ülkemizde bir basarı cezasız kalmıyorlütfen atatürkü insan yapacaz zihinlerden silmeye calışmayalımçürümüş fikirleriniz size kalsın benim atatürk bir zaman insan olmadı böyle sacma yorumlar yapanlar insansa atatürk kesinlikle baska bişey,0,0.001443001443001443,6.626373626373627,1,2,0,693
"5,0","Bazı arkadaşlar, Atatürkü basitleştirmeye, basit görmeye amma da meraklıymışlar. Veda filmi eleştirilecekse teknik yönden eleştirilebilir; Atatürkü ilahlaştırdığından falan değil. Zira Atatürkü ilahlaştırdığı da yoktur. Öyle olsa ""Kurtuluş Savaşı""nı es geçmezdi. Yine bazı arkadaşlar da Mustafala karşılaştırılmasına kızmışlar. Mustafa, belgeselmiş, herkes Atatürkü istediği gibi anlatabilirmiş... Biz burada hayali bir varlıktan yahut 1000 yıl önce yaşamış ve yaşamı hakkında kesin bilgilere sahip olmadığımız bir insandan değil, Atatürkten bahsediyoruz. Filme gelince... Biz bu filmden çok şey bekledik. Fragmandan çok etkilendik. Sinema salonuna çok büyük bir beklentiyle girdiğimizden normal bir filmi, kötü olarak algıladık. Veda filmi, vizyona sessiz sedasız girseydi, hepimizi daha çok etkileyecekti.",1,arkadaşlar atatürkü basitleştirmeye basit görmeye amma meraklıymışlar veda filmi eleştirilecekse teknik yönden eleştirilebilir atatürkü ilahlaştırdığından falan değil zira atatürkü ilahlaştırdığı yoktur öyle olsa kurtuluş savaşını e geçmezdi yine arkadaşlar mustafala karşılaştırılmasına kızmışlar mustafa belgeselmiş herkes atatürkü istediği anlatabilirmiş burada hayali bir varlıktan yahut yıl önce yaşamış yaşamı hakkında kesin bilgilere sahip olmadığımız bir insandan değil atatürkten bahsediyoruz filme gelince filmden bekledik fragmandan etkilendik sinema salonuna büyük bir beklentiyle girdiğimizden normal bir filmi kötü olarak algıladık veda filmi vizyona sessiz sedasız girseydi hepimizi etkileyecekti,0,0.024783147459727387,7.08,4,0,0,807
"2,5",Bence çok güzel bir filmdi. Şu ana kadar atatürkün hayatıyla ilgili yapılan ender filimlerden biriydi ben bu tür tarihimizi yansıtacak filmlerin çoğalmasını bekliyorum.,0,bence güzel bir filmdi ana kadar atatürkün hayatıyla ilgili yapılan ender filimlerden biriydi ben tür tarihimizi yansıtacak filmlerin çoğalmasını bekliyorum,0,0.011904761904761904,6.3478260869565215,2,0,0,168
"2,5",Filmi bugün gidip izliycem umarım güzeldir. Oyuncuların makyajları daha profesyonelce yapılsaydı rağbet daha çok olurdu diye düşünüyorum. bakalım izleyip görücez..,0,filmi bugün gidip izliycem umarım güzeldir oyuncuların makyajları profesyonelce yapılsaydı rağbet olurdu düşünüyorum bakalım izleyip görücez,0,0.012269938650306749,7.2,1,0,0,163
"5,0","Can Dündarın ""Mustafa""sını beğenenlerin, Zülfü Livanelinin ""Veda""sını beğenmemesi doğal. Çünkü birinde Atatürkü basitleştirme çabası hakim iken, diğerinde Atatürk olduğu gibi gösterilmektedir.Mesele bu kadar basit!9/10",1,can dündarın mustafasını beğenenlerin zülfü livanelinin vedasını beğenmemesi doğal birinde atatürkü basitleştirme çabası hakim iken diğerinde atatürk olduğu gösterilmektedirmesele kadar basit,0,0.045871559633027525,8.125,0,0,1,218
"4,0",bence mükemmel harşka bir çalışma olmuş,1,bence mükemmel harşka bir çalışma olmuş,0,0.0,5.666666666666667,1,0,0,39
"2,5",Ben Vedaya okul ile gittim.Önceden yorumları okumuş ve iyi şeyler duymuştum.Fakat film pek ilgi çekici değili.Ben ;sanki film yarıda kesildi yani araya girdik zannettim bir an.Gitmek isteyenlere pek tavsiye etmiyorum...,0,ben vedaya okul gittimönceden yorumları okumuş iyi şeyler duymuştumfakat film pek ilgi çekici değiliben film yarıda kesildi araya girdik zannettim bir angitmek isteyenlere pek tavsiye etmiyorum,0,0.0273972602739726,6.333333333333333,1,0,0,219
"5,0",gerçekten çok güzel olmuş.ellerine sağlık diyorum.dönemini gayet iyi anlattığına inanıyorum.benim izlediğim sinema salonundaki herkes ağlıyordu.. Atatürkün her yönü çok başarılı bir şekilde anlatılmış.kesinlikle gitmelisiniz derim.,1,gerçekten güzel olmuşellerine sağlık diyorumdönemini gayet iyi anlattığına inanıyorumbenim izlediğim sinema salonundaki herkes ağlıyordu atatürkün yönü başarılı bir şekilde anlatılmışkesinlikle gitmelisiniz derim,0,0.004329004329004329,8.28,4,0,0,231
"2,5",Bizim tarihi filmlerimizdeki en büyük hatalardan biri yaşanmış olan olayın tamamını film yapılıyor oysa sadece o olayın içinden bir kesiti film yapsalar daha mantıklı olur bunu Amerikalılar çok iyi beceriyor inşallah Livanelide bu hataya düşmemiştir ama her halükarda bizim tarihimizi anlatıyor mutlaka gidilip izlenmeli,0,bizim tarihi filmlerimizdeki büyük hatalardan yaşanmış olan olayın tamamını film yapılıyor oysa sadece olayın içinden bir kesiti film yapsalar mantıklı olur bunu amerikalılar iyi beceriyor inşallah livanelide hataya düşmemiştir halükarda bizim tarihimizi anlatıyor mutlaka gidilip izlenmeli,0,0.009375,6.295454545454546,2,0,0,320
"3,0",ben bekledıgımı bulamadım kımseyı etkılemek ıstemem ama daha ıyı olabılırdı :(,0,ben bekledıgımı bulamadım kımseyı etkılemek ıstemem ıyı olabılırdı,0,0.0,6.181818181818182,0,0,0,78
"5,0","filmin müziklerini çok beğendim, görüntüleri de güzel. senaryonun içeriği daha zengin olabilirdi, üstünkörü geçilmiş. ama yine de herkesin seyretmesini tavsiye ediyorum.",1,filmin müziklerini beğendim görüntüleri güzel senaryonun içeriği zengin olabilirdi üstünkörü geçilmiş yine herkesin seyretmesini tavsiye ediyorum,0,0.0,7.095238095238095,1,0,0,169
"4,0",Film güzeldi belki daha çok ilgi çekici sahneleri olabilirdi...Ama benim beğendiğim filimler listesine girdi.Mustafadan sonra küçük kusurlarını görmezsek çok iyi bir film bile denilebilir...,1,film güzeldi ilgi çekici sahneleri olabilirdiama benim beğendiğim filimler listesine girdimustafadan sonra küçük kusurlarını görmezsek iyi bir film bile denilebilir,0,0.015789473684210527,6.958333333333333,3,0,0,190
"2,5","bence de film oyle abartılcak sekilde kotu değil. Ozllikle müziği insanın tuylerinin diken diken ediyor, tabi filmi nasıl bir ses sistemiyle izlediginiz de onemli..",0,bence film oyle abartılcak sekilde kotu değil ozllikle müziği insanın tuylerinin diken diken ediyor tabi filmi bir s sistemiyle izlediginiz onemli,0,0.006097560975609756,5.875,0,0,0,164
"5,0",mutlaka izlenmeli bu film mutlaka.10/10 veriyorum.,1,mutlaka izlenmeli film mutlaka veriyorum,0,0.0,7.5,0,0,0,50
"2,5",ıste soyleya bıraz gecmısımızı fılm yapın komedı komedı komedı olsada ıyı osurup duruyolar fılmlerde bırazda soyle gecmısımızı zaferlerımızı anlatan fılmler olsun baskları bır kere vıetnamı kazanırlar senelerce aynı konuyu anlatırlar soyle bıraz daha eskılere ının osmanlı donemıne dunyayı fet etmısız onları konu alan fılm yapılsın bıraz osmanlının turkun gecmısı kımde var ya kudursun bıraz amerıkanlar gevurlar,0,ıste soyleya bıraz gecmısımızı fılm yapın komedı komedı komedı olsada ıyı osurup duruyolar fılmlerde bırazda soyle gecmısımızı zaferlerımızı anlatan fılmler olsun baskları bır kere vıetnamı kazanırlar senelerce aynı konuyu anlatırlar soyle bıraz eskılere ının osmanlı donemıne dunyayı fet etmısız onları konu alan fılm yapılsın bıraz osmanlının turkun gecmısı kımde var kudursun bıraz amerıkanlar gevurlar,0,0.0,6.392857142857143,0,0,0,413
"5,0",bugün filmi izledim arkadaşlar bence film güzel olmuş... sıkılmadan izledim .,1,bugün filmi izledim arkadaşlar bence film güzel olmuş sıkılmadan izledim,0,0.0,6.090909090909091,1,0,0,77
"5,0","Atamızın sevgili dostu Salih Bozok gözüyle anlatılan bir konu ancak bu kadar güzel dostluğu özetlerdi. Zülfü Livaneli ve tüm kadrodaki sanatçılar eserin ve röllerinin hakkını vermişler. tek kelimeyle mükemmel bir yapıt, şiddetle tavsiye ediyorum. ellerinize sağlık..",1,atamızın sevgili dostu salih bozok gözüyle anlatılan bir konu ancak kadar güzel dostluğu özetlerdi zülfü livaneli kadrodaki sanatçılar eserin röllerinin hakkını vermişler tek kelimeyle mükemmel bir yapıt şiddetle tavsiye ediyorum ellerinize sağlık,0,0.018796992481203006,6.416666666666667,2,0,0,266
"2,5","maalesef beklediğimin çok altında bir film izledim. mustafa belgeseli haksız yere bir tek sahnesi yüzünden eleştirildi. ama atatürkün liderliğini, karizmasını, dehasını kaliteli metinlerle anlatıyordu. vedada ise dehasıyla ilgili samimi bir sahne yok. oyuncular çok iyiydi ama senaryo etkileyici bir senaryo değildi. bir sahne hariç duygulanmadım bile. çocuklara derslerde anlatılan atatürkün beyazperdedeki halidir. öğretici bir film ama kesinlikle etkileyici değil. ayrıca atatürk denince aklımıza tek gelen -senaryonun da genelini oluşturan- fikriye-latife çatışması çok sıradan artık. atatürkü anlatırken değinilmesi gereken çok daha önemli yönleri olduğunu düşünüyorum... tüm dünyanın hayran olduğu, boyun eğmeyen, pes etmeyen, umutları tükenmiş bir halka zafer kazandıran bir lider bu kadar heyecansız anlatılmamalıydı.2/10",0,maalesef beklediğimin altında bir film izledim mustafa belgeseli haksız yere bir tek sahnesi yüzünden eleştirildi atatürkün liderliğini karizmasını dehasını kaliteli metinlerle anlatıyordu vedada dehasıyla ilgili samimi bir sahne yok oyuncular iyiydi senaryo etkileyici bir senaryo değildi bir sahne hariç duygulanmadım bile çocuklara derslerde anlatılan atatürkün beyazperdedeki halidir öğretici bir film kesinlikle etkileyici değil ayrıca atatürk denince aklımıza tek gelen senaryonun genelini oluşturan fikriyelatife çatışması sıradan artık atatürkü anlatırken değinilmesi gereken önemli yönleri olduğunu düşünüyorum dünyanın hayran olduğu boyun eğmeyen pe etmeyen umutları tükenmiş bir halka zafer kazandıran bir lider kadar heyecansız anlatılmamalıydı,0,0.0,6.980769230769231,4,0,0,829
"1,5","Tarihimizi ,Gazi Mustafa Kemal pasayi ,okudugum ,dinledigim her an gözlerim dolar ağlarim.Film hiç bir duyguyu geciremedi bizlere.Hayallerimizdeki Ataturku bir nebzede olsa bulamadik oyuncularda. Bakislar duruslar hepsi eğreti durmuş üzerlerinde.Bu filmin hiç cekilmemesi daha iyi olurdu kanimca.Okadar uzun olaylarin yarim yamalak seyirciye kostur kostur izleticem derken her bir sahneai eksik kalmis.ne bilgiler tam olmus ne duygular yansitilabilmis.Hele Latife hanimi izlerken oylesine sinirlendimki.o dönemde okumus lisan bilen çagdas kulturlu bir bayanin kulkedisinin uvey kardesleri rolu gibi gosterilmesi cok komikti.Ataturkun kendisine es olarak sectigi bir hanimedinin basit bir ev hanimi gibi gosterilmesi hic hos olmamis.kiligindan durusundan hicbirsekilde okudugumuz latife hanimla ilgisi yoktu.Evet  bir takim kaprisleri olmustur fakat bunlarin nedenlerini onun ruh haliyle yansitamadiginiz icin olmamis.",0,tarihimizi gazi mustafa kemal pasayi okudugum dinledigim an gözlerim dolar ağlarimfilm bir duyguyu geciremedi bizlerehayallerimizdeki ataturku bir nebzede olsa bulamadik oyuncularda bakislar duruslar eğreti durmuş üzerlerindebu filmin cekilmemesi iyi olurdu kanimcaokadar uzun olaylarin yarim yamalak seyirciye kostur kostur izleticem derken bir sahneai eksik kalmisne bilgiler tam olmus duygular yansitilabilmishele latife hanimi izlerken oylesine sinirlendimkio dönemde okumus lisan bilen çagdas kulturlu bir bayanin kulkedisinin uvey kardesleri rolu gosterilmesi cok komiktiataturkun kendisine e olarak sectigi bir hanimedinin basit bir ev hanimi gosterilmesi hic ho olmamiskiligindan durusundan hicbirsekilde okudugumuz latife hanimla ilgisi yoktuevet bir takim kaprisleri olmustur fakat bunlarin nedenlerini onun ruh haliyle yansitamadiginiz icin olmamis,0,0.015267175572519083,7.1875,1,2,0,917
"5,0",Gayet iyi bir film bu kadar detaya girmenize hiç gerek yok adam 2.5 saate Atatürk’ün hayatını olabildiğince iyi bir şekilde anlatmış.,1,gayet iyi bir film kadar detaya girmenize gerek yok adam saate atatürk ’ ün hayatını olabildiğince iyi bir şekilde anlatmış,0,0.015037593984962405,5.380952380952381,2,2,0,133
"4,0",Süper bir film olacağına hiç şüphe yok.Ne de olsa Zülfü Livaneli nin filmi...,1,süper bir film olacağına şüphe yokne olsa zülfü livaneli nin filmi,0,0.05194805194805195,5.0,0,1,0,77
"1,0","Rezil bir film, tavsiye etmiyorum ve zülfü livaneli nin bir daha film çekmesini istemiyorum. 10/1",0,rezil bir film tavsiye etmiyorum zülfü livaneli nin bir film çekmesini istemiyorum,0,0.010309278350515464,5.533333333333333,0,0,0,97
"2,5",İlk önce bir öğretmen olarak yorum yapacağım.Salih Bozok ile Mustafa Kemalin arkadaşlığı yerine Mustafa Kemal Atatürkün aşk hayatı üzerine işlenmiş bir konu var.İnkılaplar üzerinde durulmasını tercih ederdim.Oyuncuların karakterlerle çok uyuşmadığı ve samimi bulmadığımı söyleyebilirim.Beklentileri çok yüksek olan kişileri memnun etmeyecek bir film.Bu kadar büyük bir önderi doğru bilgilerle anlatacak nice filmler bekliyoruz.10 luk bir sistemde değerlendirirsem 5...,0,i̇lk önce bir öğretmen olarak yorum yapacağımsalih bozok mustafa kemalin arkadaşlığı yerine mustafa kemal atatürkün aşk hayatı üzerine işlenmiş bir konu vari̇nkılaplar üzerinde durulmasını tercih ederdimoyuncuların karakterlerle uyuşmadığı samimi bulmadığımı söyleyebilirimbeklentileri yüksek olan kişileri memnun etmeyecek bir filmbu kadar büyük bir önderi doğru bilgilerle anlatacak nice filmler bekliyoruz luk bir sistemde değerlendirirsem,0,0.02564102564102564,7.228070175438597,2,0,0,468
"2,5",Biraz önce izledim.Zülfü livaneli ve oyuncuların ellerine sağlık.Atatürkün ölüm döşeğindeki hali çok etkileyici olmuş.Çok benzetmişler.,0,biraz önce izledimzülfü livaneli oyuncuların ellerine sağlıkatatürkün ölüm döşeğindeki hali etkileyici olmuşçok benzetmişler,0,0.02962962962962963,8.066666666666666,1,0,0,135
"5,0","Filmi çok beğendim. Öncelikle bir dostluk hikâyesi anlatılıyor, hemde çok sağlam bir dostluk. Oyunculuklar, görüntüler, müzikler ve kurgu güzeldi. Böyle bir ilki başardıkları için emeklerine sağlık diyorum, gerçekten zoru başarmışlar. İlkler her zaman zordur, ilerde daha iyi filmler çekilebilir tarihimiz ve Atatürk hakkında bunun için sırf bu yüzden filmi yermemek gerekir. Vizyondaki gidebilceğiniz filmlerden :)not: Ali Ercivanı bir konuda aydınlatıyım. Film, Atatürkü ilahlaştırmıyor! Gayet insancıl yönlerini barındırıyor. Belki bu size ağır gelmiştir. Ayrıca Livaneli filmin 3 yıldır süren bir senaryo çalışmasıyla olduğunu açıklamıştı. Yazdıklarınız art niyet taşıyan cümlelerdir. Rica ederim, bir dahaki filmlere Dünya ve Türkiye sinemasının gerçekleriyle bir bakış yazın!..",1,filmi beğendim öncelikle bir dostluk hikâyesi anlatılıyor hemde sağlam bir dostluk oyunculuklar görüntüler müzikler kurgu güzeldi böyle bir ilki başardıkları emeklerine sağlık diyorum gerçekten zoru başarmışlar i̇lkler zaman zordur ilerde iyi filmler çekilebilir tarihimiz atatürk hakkında bunun sırf yüzden filmi yermemek gerekir vizyondaki gidebilceğiniz filmlerden not ali ercivanı bir konuda aydınlatıyım film atatürkü ilahlaştırmıyor gayet insancıl yönlerini barındırıyor size ağır gelmiştir ayrıca livaneli filmin yıldır süren bir senaryo çalışmasıyla olduğunu açıklamıştı yazdıklarınız art niyet taşıyan cümlelerdir rica ederim bir dahaki filmlere dünya türkiye sinemasının gerçekleriyle bir bakış yazın,0,0.024265644955300127,6.762376237623762,3,0,2,783
"5,0",Uzun süredir merakla beklediğim bir filmdi.Ülkemizin sahip olduğu gerçek aydınlardan olan Zülfü Livaneliye böylesine güzel bir film için teşekkürler..,1,uzun süredir merakla beklediğim bir filmdiülkemizin sahip olduğu gerçek aydınlardan olan zülfü livaneliye böylesine güzel bir film teşekkürler,0,0.02666666666666667,6.947368421052632,1,0,0,150
"0,5","Oldukça kötü çekilmiş .özen gösterilmemiş bir filim.Ne yazıktır ki bize bu topraklarda özgürce yaşama şansı veren ,cumhuriyetin kurucusunu anlatan bir filim bile çeviremiyoruz.",0,oldukça kötü çekilmiş özen gösterilmemiş bir filimne yazıktır bize topraklarda özgürce yaşama şansı veren cumhuriyetin kurucusunu anlatan bir filim bile çeviremiyoruz,0,0.011363636363636364,6.695652173913044,0,0,0,176
"5,0","Gerek müzikleri gerekse oyunculukları ile çok iyi bir sinema filmi. Filmin Salih Bozokun anılarından derlendiğini unutmamanın, film hakkında yanlış kararlar verilmesini önleyeceğini düşünüyorum.",1,gerek müzikleri gerekse oyunculukları iyi bir sinema filmi filmin salih bozokun anılarından derlendiğini unutmamanın film hakkında yanlış kararlar verilmesini önleyeceğini düşünüyorum,0,0.020618556701030927,7.478260869565218,2,0,0,194
"0,5","Bu filmle birlikte Livaneli'nin ne kadar duygu sömürüsüyle beslendiğini bir kez daha görmüş oldum. Film adeta hiçbir yönüyle gerçekliği yansıtmıyor gibi. Kendi ideal hayal dünyasında, bir iskelete dahi oturmayan kolu bacağı ayrı sallanan bir senaryo. Atatürk'ün hayatındaki en dramatize edilebilecek olayları derleyip, onun askeri dehasına zerre dokunmayarak adeta insancıl zaaflarını göstermek istercesine çekilmiş. Oyuncu seçimlerinde yalnızca kadın oyuncular başarılıydı, performanslarıyla da. Hele o son sahnede annesiyle buluşması beni bitirdi bitirdi...",0,filmle birlikte livanelinin kadar duygu sömürüsüyle beslendiğini bir görmüş oldum film adeta hiçbir yönüyle gerçekliği yansıtmıyor kendi ideal hayal dünyasında bir iskelete dahi oturmayan kolu bacağı ayrı sallanan bir senaryo atatürkün hayatındaki dramatize edilebilecek olayları derleyip onun askeri dehasına zerre dokunmayarak adeta insancıl zaaflarını göstermek istercesine çekilmiş oyuncu seçimlerinde yalnızca kadın oyuncular başarılıydı performanslarıyla hele son sahnede annesiyle buluşması beni bitirdi bitirdi,0,0.012522361359570662,7.0,0,0,0,559
"5,0","Atamızın sevgili dostu Salih Bozok gözüyle anlatılan bir konu ancak bu kadar güzel dostluğu özetlerdi. Zülfü Livaneli ve tüm kadrodaki sanatçılar eserin ve röllerinin hakkını vermişler. tek kelimeyle mükemmel bir yapıt, şiddetle tavsiye ediyorum. ellerinize sağlık..",1,atamızın sevgili dostu salih bozok gözüyle anlatılan bir konu ancak kadar güzel dostluğu özetlerdi zülfü livaneli kadrodaki sanatçılar eserin röllerinin hakkını vermişler tek kelimeyle mükemmel bir yapıt şiddetle tavsiye ediyorum ellerinize sağlık,0,0.018796992481203006,6.416666666666667,2,0,0,266
"2,5","maalesef beklediğimin çok altında bir film izledim. mustafa belgeseli haksız yere bir tek sahnesi yüzünden eleştirildi. ama atatürkün liderliğini, karizmasını, dehasını kaliteli metinlerle anlatıyordu. vedada ise dehasıyla ilgili samimi bir sahne yok. oyuncular çok iyiydi ama senaryo etkileyici bir senaryo değildi. bir sahne hariç duygulanmadım bile. çocuklara derslerde anlatılan atatürkün beyazperdedeki halidir. öğretici bir film ama kesinlikle etkileyici değil. ayrıca atatürk denince aklımıza tek gelen -senaryonun da genelini oluşturan- fikriye-latife çatışması çok sıradan artık. atatürkü anlatırken değinilmesi gereken çok daha önemli yönleri olduğunu düşünüyorum... tüm dünyanın hayran olduğu, boyun eğmeyen, pes etmeyen, umutları tükenmiş bir halka zafer kazandıran bir lider bu kadar heyecansız anlatılmamalıydı.2/10",0,maalesef beklediğimin altında bir film izledim mustafa belgeseli haksız yere bir tek sahnesi yüzünden eleştirildi atatürkün liderliğini karizmasını dehasını kaliteli metinlerle anlatıyordu vedada dehasıyla ilgili samimi bir sahne yok oyuncular iyiydi senaryo etkileyici bir senaryo değildi bir sahne hariç duygulanmadım bile çocuklara derslerde anlatılan atatürkün beyazperdedeki halidir öğretici bir film kesinlikle etkileyici değil ayrıca atatürk denince aklımıza tek gelen senaryonun genelini oluşturan fikriyelatife çatışması sıradan artık atatürkü anlatırken değinilmesi gereken önemli yönleri olduğunu düşünüyorum dünyanın hayran olduğu boyun eğmeyen pe etmeyen umutları tükenmiş bir halka zafer kazandıran bir lider kadar heyecansız anlatılmamalıydı,0,0.0,6.980769230769231,4,0,0,829
"1,5","Tarihimizi ,Gazi Mustafa Kemal pasayi ,okudugum ,dinledigim her an gözlerim dolar ağlarim.Film hiç bir duyguyu geciremedi bizlere.Hayallerimizdeki Ataturku bir nebzede olsa bulamadik oyuncularda. Bakislar duruslar hepsi eğreti durmuş üzerlerinde.Bu filmin hiç cekilmemesi daha iyi olurdu kanimca.Okadar uzun olaylarin yarim yamalak seyirciye kostur kostur izleticem derken her bir sahneai eksik kalmis.ne bilgiler tam olmus ne duygular yansitilabilmis.Hele Latife hanimi izlerken oylesine sinirlendimki.o dönemde okumus lisan bilen çagdas kulturlu bir bayanin kulkedisinin uvey kardesleri rolu gibi gosterilmesi cok komikti.Ataturkun kendisine es olarak sectigi bir hanimedinin basit bir ev hanimi gibi gosterilmesi hic hos olmamis.kiligindan durusundan hicbirsekilde okudugumuz latife hanimla ilgisi yoktu.Evet  bir takim kaprisleri olmustur fakat bunlarin nedenlerini onun ruh haliyle yansitamadiginiz icin olmamis.",0,tarihimizi gazi mustafa kemal pasayi okudugum dinledigim an gözlerim dolar ağlarimfilm bir duyguyu geciremedi bizlerehayallerimizdeki ataturku bir nebzede olsa bulamadik oyuncularda bakislar duruslar eğreti durmuş üzerlerindebu filmin cekilmemesi iyi olurdu kanimcaokadar uzun olaylarin yarim yamalak seyirciye kostur kostur izleticem derken bir sahneai eksik kalmisne bilgiler tam olmus duygular yansitilabilmishele latife hanimi izlerken oylesine sinirlendimkio dönemde okumus lisan bilen çagdas kulturlu bir bayanin kulkedisinin uvey kardesleri rolu gosterilmesi cok komiktiataturkun kendisine e olarak sectigi bir hanimedinin basit bir ev hanimi gosterilmesi hic ho olmamiskiligindan durusundan hicbirsekilde okudugumuz latife hanimla ilgisi yoktuevet bir takim kaprisleri olmustur fakat bunlarin nedenlerini onun ruh haliyle yansitamadiginiz icin olmamis,0,0.015267175572519083,7.1875,1,2,0,917
"5,0",Gayet iyi bir film bu kadar detaya girmenize hiç gerek yok adam 2.5 saate Atatürk’ün hayatını olabildiğince iyi bir şekilde anlatmış.,1,gayet iyi bir film kadar detaya girmenize gerek yok adam saate atatürk ’ ün hayatını olabildiğince iyi bir şekilde anlatmış,0,0.015037593984962405,5.380952380952381,2,2,0,133
"4,0",Süper bir film olacağına hiç şüphe yok.Ne de olsa Zülfü Livaneli nin filmi...,1,süper bir film olacağına şüphe yokne olsa zülfü livaneli nin filmi,0,0.05194805194805195,5.0,0,1,0,77
"1,0","Rezil bir film, tavsiye etmiyorum ve zülfü livaneli nin bir daha film çekmesini istemiyorum. 10/1",0,rezil bir film tavsiye etmiyorum zülfü livaneli nin bir film çekmesini istemiyorum,0,0.010309278350515464,5.533333333333333,0,0,0,97
